half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,2,4,3,2,15,160,0.100734,-0.0551341,0.106812,0,0,-1.13525e-16
0,2,5,3,2,17,161,0.048805,-0.0661142,0.11947,0,0,0
0,2,5,3,2,16,162,0.0467291,-0.0666557,0.10635,0,0,0
0,2,5,3,2,15,163,0.0466735,-0.066767,0.111189,0,0,0
0,2,5,3,1,0,164,0.0531341,-0.0700177,0.109784,0,0,0
0,2,5,3,1,1,165,0.0513438,-0.0687221,0.115261,0,0,0
0,2,5,3,1,2,166,0.0479676,-0.0693133,0.115869,0,0,0
0,2,5,2,1,0,167,0.0492068,-0.0644187,0.117736,0,0,0
0,2,5,2,1,1,168,0.047033,-0.0666033,0.104457,0,0,0
0,2,5,2,1,2,169,0.0451748,-0.0746423,0.0496038,0,0,0
0,2,5,2,0,5,170,0.0464267,-0.0670252,0.114112,0,0,0
0,2,5,2,0,6,171,0.0456651,-0.0671794,0.100522,0,0,0
0,2,5,2,0,7,172,0.0455604,-0.0721065,0.0881534,0,0,0
0,2,5,1,2,17,173,0.0487377,-0.0715908,0.106637,0,0,0
0,2,5,1,2,16,174,0.046753,-0.0696014,0.120546,0,0,0
0,2,5,1,2,15,175,0.0472568,-0.0735405,0.0935641,0,0,0
0,2,5,0,2,17,176,0.055687,-0.0827043,0.0792343,0,0,0
0,2,5,0,2,16,177,0.0552396,-0.082499,0.0678289,0,0,0
0,2,5,0,2,15,178,0.0489648,-0.0770145,0.122899,0,0,0
0,2,5,0,1,0,179,0.0451248,-0.0798855,0.0818431,0,0,0
0,2,5,0,1,1,180,0.0460115,-0.0781358,0.0984662,0,0,0
0,2,5,0,1,2,181,0.0483962,-0.0791615,0.0988599,0,0,0
0,2,4,1,0,5,182,0.100986,-0.0477447,0.116912,0,0,-9.70398e-17
0,2,4,1,0,6,183,0.101113,-0.0482725,0.121905,0,0,-1.00284e-16
0,2,4,1,0,7,184,0.100116,-0.0491095,0.12296,0,0,-1.00518e-16
0,2,4,1,0,24,185,0.10147,-0.0464527,0.15301,0,0,-1.04724e-16
0,2,4,1,1,0,186,0.0946321,-0.0508095,0.102692,0,0,-1.02077e-16
0,2,4,1,1,1,187,0.097421,-0.0498587,0.128306,0,0,-1.02963e-16
0,2,4,1,1,2,188,0.100006,-0.0470274,0.155118,0,0,-1.02601e-16
0,2,4,1,1,3,189,0.0991521,-0.0519219,0.129439,0,0,-1.14767e-16
0,2,4,2,2,17,190,0.0975688,-0.0548469,0.0642827,0,0,-9.29284e-17
0,2,4,2,2,16,191,0.0964741,-0.0536608,0.112247,0,0,-1.02653e-16
0,2,4,2,2,15,192,0.0968172,-0.0517382,0.13021,0,0,-1.01029e-16
0,2,4,2,2,14,193,0.0974555,-0.0532004,0.130423,0,0,-1.16001e-16
0,2,4,3,0,5,194,0.0974587,-0.0547267,0.0856511,0,0,-9.87379e-17
0,2,4,3,0,6,195,0.0968964,-0.0538962,0.104822,0,0,-1.01671e-16
0,2,4,3,0,7,196,0.0955725,-0.0520649,0.128834,0,0,-1.02103e-16
0,2,4,3,0,24,197,0.0970352,-0.0525953,0.132005,0,0,-1.19206e-16
0,2,5,3,0,5,198,0.0459102,-0.0668789,0.108717,0,0,0
0,2,5,3,0,6,199,0.0451733,-0.0681707,0.111303,0,0,0
0,2,5,3,0,7,200,0.0457221,-0.0667121,0.122403,0,0,0
0,2,5,3,0,24,201,0.0464683,-0.0669757,0.121348,0,0,0
0,2,5,2,2,17,202,0.0488709,-0.0697037,0.0963984,0,0,0
0,2,5,2,2,16,203,0.049593,-0.0691889,0.113105,0,0,0
0,2,5,2,2,15,204,0.0486889,-0.0690127,0.110822,0,0,0
0,2,5,2,2,14,205,0.0478083,-0.0689952,0.118631,0,0,0
0,2,5,1,1,0,206,0.0556865,-0.0743298,0.0838683,0,0,0
0,2,5,1,1,1,207,0.0528945,-0.0732889,0.110418,0,0,0
0,2,5,1,1,2,208,0.0511047,-0.0720063,0.121897,0,0,0
0,2,5,1,1,3,209,0.0492465,-0.0720712,0.121289,0,0,0
0,2,5,1,0,5,210,0.0500913,-0.0723967,0.0702479,0,0,0
0,2,5,1,0,6,211,0.0482759,-0.0704356,0.101979,0,0,0
0,2,5,1,0,7,212,0.0473881,-0.0690121,0.108354,0,0,0
0,2,5,1,0,24,213,0.047555,-0.0700075,0.101886,0,0,0
0,3,6,0,0,5,214,0.126076,-0.00867507,-0.0308378,0,0,-9.67689e-17
0,3,6,0,0,6,215,0.126064,-0.00851369,-0.0428915,0,0,-9.99154e-17
0,3,6,0,0,7,216,0.125292,-0.00903963,-0.04124,0,0,-9.95555e-17
0,3,6,0,1,0,217,0.125038,-0.00914004,-0.0400902,0,0,-9.66571e-17
0,3,6,0,1,1,218,0.125924,-0.00794451,-0.0402848,0,0,-1.00835e-16
0,3,6,0,1,2,219,0.123489,-0.00874876,-0.0419075,0,0,-9.98997e-17
0,3,6,3,1,0,220,0.13929,-0.0158462,-0.0576376,0,0,-9.17875e-17
0,3,6,3,1,1,221,0.138688,-0.0145347,-0.0486551,0,0,-9.90721e-17
0,3,6,3,1,2,222,0.138543,-0.0149525,-0.0533331,0,0,-9.98173e-17
0,3,6,3,2,17,223,0.136431,-0.00804969,-0.0692803,0,0,-9.11902e-17
0,3,6,3,2,16,224,0.132046,-0.00626789,-0.0426628,0,0,-9.6139e-17
0,3,6,3,2,15,225,0.13451,-0.00718937,-0.0555133,0,0,-9.93174e-17
0,3,6,3,3,22,226,0.135022,-0.0096375,-0.0669387,0,0,-7.71512e-17
0,3,6,3,3,21,227,0.131937,-0.00878128,-0.0474989,0,0,-8.97235e-17
0,3,6,3,3,20,228,0.125122,-0.00503539,-0.00541533,0,0,-1.24148e-16
0,3,7,3,3,22,229,0.0698933,-0.0140984,-0.0112783,0,0,0
0,3,7,3,3,21,230,0.0694216,-0.0147139,-0.0371743,0,0,0
0,3,7,3,3,20,231,0.070053,-0.0168528,-0.0589068,0,0,0
0,3,7,3,2,17,232,0.079878,-0.0217046,-0.00866975,0,0,0
0,3,7,3,2,16,233,0.0784579,-0.0225894,-0.0296659,0,0,0
0,3,7,3,2,15,234,0.081651,-0.0231044,-0.0385429,0,0,0
0,3,7,3,1,0,235,0.0706899,-0.0157598,-0.0226715,0,0,0
0,3,7,3,1,1,236,0.0710798,-0.0165438,-0.0428327,0,0,0
0,3,7,3,1,2,237,0.0761308,-0.0166698,-0.0470746,0,0,0
0,3,7,0,1,0,238,0.0805149,-0.0226035,-0.0516659,0,0,0
0,3,7,0,1,1,239,0.0839076,-0.0223546,-0.0643881,0,0,0
0,3,7,0,1,2,240,0.0842787,-0.0209072,-0.0551113,0,0,0
0,3,7,0,0,5,241,0.0850035,-0.0216541,-0.0668245,0,0,0
0,3,7,0,0,6,242,0.0829536,-0.019879,-0.0511286,0,0,0
0,3,7,0,0,7,243,0.0840817,-0.0189008,-0.0461652,0,0,0
0,3,6,0,2,17,244,0.128845,-0.00617641,-0.0354901,0,0,-9.76607e-17
0,3,6,0,2,16,245,0.128197,-0.00734492,-0.0481565,0,0,-1.00714e-16
0,3,6,0,2,15,246,0.130184,-0.00574371,-0.0292555,0,0,-1.00883e-16
0,3,6,0,2,14,247,0.130402,-0.00578963,-0.0248437,0,0,-1.00484e-16
0,3,6,0,3,22,248,0.116844,-0.00649789,-0.0404836,0,0,-9.58045e-17
0,3,6,0,3,21,249,0.119893,-0.00672025,-0.0396486,0,0,-1.00938e-16
0,3,6,0,3,20,250,0.123263,-0.00467279,-0.0198023,0,0,-1.00266e-16
0,3,6,0,3,19,251,0.123005,-0.00804512,-0.0496796,0,0,-9.98487e-17
0,3,6,1,0,5,252,0.124795,-0.0092584,-0.0388452,0,0,-9.68529e-17
0,3,6,1,0,6,253,0.124416,-0.0106834,-0.0552737,0,0,-1.01283e-16
0,3,6,1,0,7,254,0.127092,-0.0076485,-0.0192525,0,0,-1.02365e-16
0,3,6,1,0,24,255,0.124558,-0.0113235,-0.0443242,0,0,-1.03899e-16
0,3,6,1,1,0,256,0.13272,-0.00570876,-0.0303062,0,0,-1.02459e-16
0,3,6,1,1,1,257,0.132401,-0.00599889,-0.0383292,0,0,-9.84378e-17
0,3,6,1,1,2,258,0.13026,-0.0044539,-0.0282226,0,0,-9.89079e-17
0,3,6,1,1,3,259,0.128261,-0.00940744,-0.0633621,0,0,-1.06574e-16
0,3,6,1,2,17,260,0.119799,-0.00658547,-0.0478518,0,0,-1.03374e-16
0,3,6,1,2,16,261,0.121048,-0.00638802,-0.0396094,0,0,-1.02818e-16
0,3,6,1,2,15,262,0.121313,-0.00591113,-0.0411944,0,0,-1.03749e-16
0,3,6,1,2,14,263,0.122953,-0.00834202,-0.0658742,0,0,-1.00301e-16
0,3,6,1,3,22,264,0.129963,-0.00840857,-0.0508497,0,0,-9.92975e-17
0,3,6,1,3,21,265,0.12992,-0.00729682,-0.0451702,0,0,-1.00579e-16
0,3,6,1,3,20,266,0.12943,-0.00193089,0.00151699,0,0,-1.00602e-16
0,3,6,1,3,19,267,0.127721,-0.0077848,-0.042366,0,0,-1.00217e-16
0,3,6,2,0,5,268,0.129014,-0.00774531,-0.0513679,0,0,-1.0368e-16
0,3,6,2,0,6,269,0.128088,-0.00506798,-0.0295391,0,0,-1.02898e-16
0,3,6,2,0,7,270,0.129433,-0.00793469,-0.0460152,0,0,-1.02645e-16
0,3,6,2,0,24,271,0.129627,-0.0108733,-0.0777887,0,0,-1.04639e-16
0,3,6,2,1,0,272,0.131839,-0.00571983,-0.0389362,0,0,-9.14857e-17
0,3,6,2,1,1,273,0.131136,-0.0044918,-0.0210867,0,0,-1.02787e-16
