half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz,dxErr,dyErr,dzErr,dRxErr,dRyErr,dRzErr,dxPull,dyPull,dzPull,dRxPull,dRyPull,dRzPull
0,1,2,2,2,16,100,0.0386668,0.00788826,-0.0439846,0,0,-1.00816e-16,0.000127125,0.000127107,0.000274924,0,0,4.84746e-06,0.0773336,0.0157765,-0.0879692,0,0,-1.00816e-14
0,1,2,2,2,15,101,0.0365894,0.00838372,-0.0394552,0,0,-9.92825e-17,0.000129977,0.000136369,0.000386182,0,0,7.24059e-06,0.0731787,0.0167674,-0.0789104,0,0,-9.92826e-15
0,1,2,3,0,5,102,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,2,3,0,6,103,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,2,3,0,7,104,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,3,3,0,5,105,-0.0173552,0.00211441,-0.0262466,0,0,0,0.000122036,0.000118313,0.000287186,0,0,5.20904e-06,-0.0347105,0.00422883,-0.0524932,0,0,0
0,1,3,3,0,6,106,-0.0195964,0.00132407,-0.0445895,0,0,0,0.000122796,0.000120785,0.000304123,0,0,5.81276e-06,-0.0391928,0.00264813,-0.0891791,0,0,0
0,1,3,3,0,7,107,-0.019583,0.00246501,-0.0344375,0,0,0,0.00013158,0.000136645,0.000492018,0,0,9.30749e-06,-0.039166,0.00493001,-0.068875,0,0,0
0,1,3,2,2,17,108,-0.00984753,0.00141753,-0.0360763,0,0,0,0.000118847,0.00011791,0.000230364,0,0,3.52815e-06,-0.0196951,0.00283506,-0.0721526,0,0,0
0,1,3,2,2,16,109,-0.0123408,0.00255239,-0.0345832,0,0,0,0.000119464,0.000119663,0.000259527,0,0,4.54071e-06,-0.0246817,0.00510478,-0.0691664,0,0,0
0,1,3,2,2,15,110,-0.0180199,-5.2609e-05,-0.0469726,0,0,0,0.000122058,0.000128884,0.000370613,0,0,7.34406e-06,-0.0360398,-0.000105218,-0.0939452,0,0,0
0,1,3,2,1,0,111,-0.0119182,0.00309004,-0.0384785,0,0,0,0.000118093,0.00011794,0.000231514,0,0,3.59e-06,-0.0238363,0.00618008,-0.0769571,0,0,0
0,1,3,2,1,1,112,-0.012748,0.00462095,-0.0200374,0,0,0,0.000119833,0.000123039,0.000397686,0,0,7.74158e-06,-0.0254959,0.0092419,-0.0400748,0,0,0
0,1,3,2,1,2,113,-0.0164042,0.0047718,-0.0201911,0,0,0,0.000118856,0.000125867,0.000315794,0,0,5.98973e-06,-0.0328085,0.0095436,-0.0403822,0,0,0
0,1,3,2,0,5,114,-0.0180119,0.00502099,-0.0209577,0,0,0,0.000117397,0.000118032,0.00019469,0,0,2.70882e-06,-0.0360239,0.010042,-0.0419154,0,0,0
0,1,3,2,0,6,115,-0.0196978,0.00407074,-0.0324618,0,0,0,0.000117572,0.000121386,0.000254293,0,0,4.56563e-06,-0.0393957,0.00814148,-0.0649236,0,0,0
0,1,3,2,0,7,116,-0.0206401,0.00341506,-0.0295911,0,0,0,0.000118138,0.000137758,0.000404158,0,0,8.17598e-06,-0.0412801,0.00683012,-0.0591821,0,0,0
0,1,3,1,2,17,117,-0.0217324,0.00728826,-0.0302696,0,0,0,0.000117325,0.000117983,0.000187835,0,0,2.56267e-06,-0.0434648,0.0145765,-0.0605392,0,0,0
0,1,3,1,2,16,118,-0.0226041,0.00443158,-0.0536984,0,0,0,0.000117432,0.000121509,0.000254789,0,0,4.54588e-06,-0.0452082,0.00886315,-0.107397,0,0,0
0,1,3,1,2,15,119,-0.0231093,0.00264015,-0.0539307,0,0,0,0.000117762,0.000137638,0.000398871,0,0,8.02372e-06,-0.0462186,0.00528029,-0.107861,0,0,0
0,1,3,1,1,0,120,-0.0153531,0.00429158,-0.0410983,0,0,0,0.000117541,0.000118061,0.000200224,0,0,2.81445e-06,-0.0307062,0.00858316,-0.0821965,0,0,0
0,1,3,1,1,1,121,-0.0189991,0.0047028,-0.0411,0,0,0,0.00011785,0.000121497,0.000263441,0,0,4.74188e-06,-0.0379981,0.0094056,-0.0821999,0,0,0
0,1,3,1,1,2,122,-0.021704,0.00371632,-0.0427139,0,0,0,0.000118911,0.000139899,0.000433844,0,0,8.23369e-06,-0.043408,0.00743263,-0.0854278,0,0,0
0,1,3,1,0,5,123,-0.0128495,-0.000293248,-0.0621503,0,0,0,0.00011836,0.000117936,0.000225327,0,0,3.07069e-06,-0.0256991,-0.000586496,-0.124301,0,0,0
0,1,3,1,0,6,124,-0.0162626,0.00037312,-0.0541126,0,0,0,0.000118624,0.000119404,0.000248879,0,0,4.32959e-06,-0.0325252,0.000746239,-0.108225,0,0,0
0,1,3,1,0,7,125,-0.0200239,0.00391287,-0.030834,0,0,0,0.00012006,0.000126879,0.000336789,0,0,6.35855e-06,-0.0400479,0.00782574,-0.061668,0,0,0
0,1,3,0,2,17,126,-0.0157818,-0.00099352,-0.0618929,0,0,0,0.000120619,0.0001182,0.000272738,0,0,4.46639e-06,-0.0315636,-0.00198704,-0.123786,0,0,0
0,1,3,0,2,16,127,-0.0184671,0.000100936,-0.0507034,0,0,0,0.00012097,0.000120274,0.000283296,0,0,5.1491e-06,-0.0369342,0.000201872,-0.101407,0,0,0
0,1,3,0,2,15,128,-0.0193275,0.000617062,-0.0516514,0,0,0,0.000124516,0.000130056,0.000394167,0,0,7.58159e-06,-0.038655,0.00123412,-0.103303,0,0,0
0,1,3,0,1,0,129,-0.0135387,-0.00210477,-0.06187,0,0,0,0.000127109,0.00011901,0.00035836,0,0,6.08897e-06,-0.0270774,-0.00420954,-0.12374,0,0,0
0,1,3,0,1,1,130,-0.016475,-0.0013371,-0.0595293,0,0,0,0.000127284,0.000122218,0.000361965,0,0,6.74994e-06,-0.0329501,-0.0026742,-0.119059,0,0,0
0,1,3,0,1,2,131,-0.0196882,0.000944893,-0.0478959,0,0,0,0.000155725,0.000157406,0.000768936,0,0,1.35385e-05,-0.0393765,0.00188979,-0.095792,0,0,0
0,2,4,0,0,5,132,-0.0020024,0.00853604,0.116159,0,0,-9.89811e-17,0.000170223,0.000112726,0.000732309,0,0,1.46884e-05,-0.00400481,0.0170721,0.232317,0,0,-9.89812e-15
0,2,4,0,0,6,133,0.000424734,0.00964675,0.13112,0,0,-9.52954e-17,0.000176792,0.000128413,0.000776216,0,0,1.54189e-05,0.000849468,0.0192935,0.262241,0,0,-9.52955e-15
0,2,4,3,3,22,134,0.00699169,0.0131094,0.0674663,0,0,-9.37627e-17,0.000178975,0.000113836,0.000815946,0,0,1.1552e-05,0.0139834,0.0262188,0.134933,0,0,-9.37627e-15
0,2,4,3,3,21,135,0.00752532,0.0139948,0.0904923,0,0,-1.00842e-16,0.000164167,0.000125856,0.000698733,0,0,1.71052e-05,0.0150507,0.0279896,0.180985,0,0,-1.00842e-14
0,2,5,3,3,22,136,-0.0400029,0.00377722,0.122799,0,0,0,0.00012945,0.000104921,0.000466059,0,0,8.29633e-06,-0.0800059,0.00755443,0.245598,0,0,0
