half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz,dxErr,dyErr,dzErr,dRxErr,dRyErr,dRzErr,dxPull,dyPull,dzPull,dRxPull,dRyPull,dRzPull
0,1,2,2,1,2,98,0.0602959,-0.022604,-0.0430966,0,0,-1.01847e-16,0.000117433,0.000130488,0.000412701,0,0,1.02341e-05,0.120592,-0.045208,-0.0861932,0,0,-1.01847e-14
0,1,2,2,2,17,99,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,2,2,2,16,100,0.06319,-0.0268276,-0.056979,0,0,-1.03326e-16,0.000116439,0.000117396,0.000258634,0,0,5.69985e-06,0.12638,-0.0536551,-0.113958,0,0,-1.03326e-14
0,1,2,2,2,15,101,0.0610363,-0.0262201,-0.0519416,0,0,-1.00812e-16,0.000120162,0.000127625,0.000386662,0,0,8.86644e-06,0.122073,-0.0524402,-0.103883,0,0,-1.00812e-14
0,1,2,3,0,5,102,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,2,3,0,6,103,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,2,3,0,7,104,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,1,3,3,0,5,105,0.00602464,-0.0333263,-0.0405258,0,0,0,0.0001124,0.00010952,0.000283782,0,0,6.4554e-06,0.0120493,-0.0666526,-0.0810517,0,0,0
0,1,3,3,0,6,106,0.00392924,-0.034114,-0.0571966,0,0,0,0.000113631,0.000112366,0.000310551,0,0,7.37077e-06,0.00785848,-0.068228,-0.114393,0,0,0
0,1,3,3,0,7,107,0.00331352,-0.0337025,-0.0519439,0,0,0,0.000123415,0.000130294,0.00051589,0,0,1.21281e-05,0.00662705,-0.067405,-0.103888,0,0,0
0,1,3,2,2,17,108,0.0142593,-0.0336899,-0.0439968,0,0,0,0.000108968,0.000108961,0.000211852,0,0,4.24204e-06,0.0285187,-0.0673797,-0.0879937,0,0,0
0,1,3,2,2,16,109,0.0109397,-0.0330569,-0.0496358,0,0,0,0.000109554,0.00011067,0.000244913,0,0,5.50397e-06,0.0218793,-0.0661138,-0.0992717,0,0,0
0,1,3,2,2,15,110,0.00529716,-0.0353786,-0.0605547,0,0,0,0.000112585,0.000120466,0.000367867,0,0,9.14815e-06,0.0105943,-0.0707572,-0.121109,0,0,0
0,1,3,2,1,0,111,0.0120469,-0.0322412,-0.0474358,0,0,0,0.0001082,0.000108889,0.000197278,0,0,4.14172e-06,0.0240938,-0.0644825,-0.0948716,0,0,0
0,1,3,2,1,1,112,0.0104029,-0.0311574,-0.0386599,0,0,0,0.000108503,0.0001108,0.000253535,0,0,5.92012e-06,0.0208059,-0.0623147,-0.0773199,0,0,0
