half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,1,3,2,1,2,113,0.0102654,-0.044335,-0.0380254,-0,0,-0
0,1,3,2,0,5,114,0.00903496,-0.0442104,-0.0423561,-0,0,-0
0,1,3,2,0,6,115,0.00739044,-0.0443803,-0.0443254,-0,0,-0
0,1,3,2,0,7,116,0.00638805,-0.0448194,-0.0387472,-0,0,-0
0,1,3,1,2,17,117,0.00548301,-0.0413431,-0.0444034,-0,0,-0
0,1,3,1,2,16,118,0.0045862,-0.0432635,-0.0601025,-0,0,-0
0,1,3,1,2,15,119,0.00413495,-0.0447473,-0.0587388,-0,0,-0
0,1,3,1,1,0,120,0.0116671,-0.0441952,-0.0521267,-0,0,-0
0,1,3,1,1,1,121,0.00824936,-0.0437917,-0.0535162,-0,0,-0
0,1,3,1,1,2,122,0.00562161,-0.0444745,-0.0526101,-0,0,-0
0,1,3,1,0,5,123,0.0136737,-0.0481444,-0.0653374,-0,0,-0
0,1,3,1,0,6,124,0.0107368,-0.0478207,-0.0631805,-0,0,-0
0,1,3,1,0,7,125,0.00773197,-0.0453667,-0.0489719,-0,0,-0
0,1,3,0,2,17,126,0.0110768,-0.0490599,-0.0693866,-0,0,-0
0,1,3,0,2,16,127,0.00891636,-0.0483519,-0.0628612,-0,0,-0
0,1,3,0,2,15,128,0.00796451,-0.0477098,-0.063112,-0,0,-0
0,1,3,0,1,0,129,0.0135851,-0.0502684,-0.0712124,-0,0,-0
0,1,3,0,1,1,130,0.0104616,-0.0494353,-0.0676398,-0,0,-0
0,1,3,0,1,2,131,0.00831916,-0.0482093,-0.0650145,-0,0,-0
0,2,4,0,0,5,132,0.025327,-0.0431438,0.099018,-0,0,-9.9968e-17
0,2,4,0,0,6,133,0.026403,-0.0427344,0.110218,-0,0,-9.57895e-17
0,2,4,3,3,22,134,0.0342382,-0.037549,0.0615567,-0,6.84228e-49,-9.15853e-17
0,2,4,3,3,21,135,0.0347283,-0.0372998,0.0818615,-0,6.84228e-49,-9.94063e-17
0,2,5,3,3,22,136,-0.0122764,-0.0495168,0.107921,-0,0,-0
0,2,5,3,3,21,137,-0.0164789,-0.0500184,0.0974812,-0,0,-0
0,2,5,0,0,5,138,0,0,0.0004,-0,0,-0
0,2,5,0,0,6,139,-0.00608077,-0.0569044,0.0688351,-0,0,-0
0,2,4,0,1,0,140,0.0389684,-0.0346192,0.0911846,-0,6.84228e-49,-1.00256e-16
0,2,4,0,1,1,141,0.0369527,-0.0343121,0.0984652,-0,6.84228e-49,-1.00687e-16
0,2,4,0,1,2,142,0.0326816,-0.0356465,0.0900851,-0,1.36846e-48,-1.06506e-16
0,2,4,0,2,17,143,-0.101069,-0.0935607,-0.0004,-0,0,-0
0,2,4,0,2,16,144,0.0477535,-0.017109,-0.0004,-0,0,-0
0,2,4,0,2,15,145,-0.179781,-0.398867,-0.0004,-0,0,-0
0,2,4,1,2,17,146,0.0277594,-0.0361493,0.0940225,-0,0,-1.0039e-16
0,2,4,1,2,16,147,0.0291517,-0.0361255,0.102599,-0,1.36846e-48,-1.01372e-16
0,2,4,1,2,15,148,0.0295185,-0.0360904,0.11672,-0,1.36846e-48,-1.04e-16
0,2,4,2,0,5,149,0.0322366,-0.0360973,0.0969552,-0,0,-9.55719e-17
0,2,4,2,0,6,150,0.0328906,-0.036004,0.103429,-0,6.84228e-49,-1.00613e-16
0,2,4,2,0,7,151,0.0319304,-0.0406114,0.088033,-0,0,-9.97337e-17
